x,y,title,User,Category,Description,Installations,Score,image
5.289237,9.875964,Oxford Phonics World: Personal,Children,Literacy - English / ABCs,"Do you want to help your child read and spell in English? Oxford Phonics World is the first step on your child’s journey into English.

Oxford Phonics World is a three-level phonics course that leads you through the sounds of English. Children over...","50,000",3.17,https://play-lh.googleusercontent.com/rQmpfgSaAfj4v2TjgrDwmLemUUTmO7HLKx4cnGToVXnNRdRWUjtLWxaxqOFfYt-JXnM
5.1733627,8.91581,Kids  flashcard game,Children,Literacy - English / ABCs,"Application created for preschool kids to learn English words.
it contains:
-Alphabet learning.
-Numbers 
-Shapes
-Color
-Animals
-Fruits

Flash card Game :
-Added games of image recognition.
-Flash card are provided as per selection.
-Se...","1,000,000",4.15,https://play-lh.googleusercontent.com/1PhmAFChK5RMFrX5aAqLmprz8trFfGX_7TZLdUxHsyNrJXHVDOMt0dGxg6s3PXg89Kc
3.203707,9.966316,Baby Zone - Keep your toddler busy and lock phone,Children,Learning play,"The Baby Zone application is especially dedicated for toddlers, however older kids will enjoy it as well. It has been designed in the way to develop your child hand and eye coordination skills. Game is not monotonous. You have lot of various levels t...","100,000",4.47,https://play-lh.googleusercontent.com/Y_tZdgAzjyplNeLXFzMs5RthQ7zsPOZ0W_4ADJ6HsIxiIvk983nyqa79RnVAgphxATh5
3.7859204,10.297024,My First Words: Baby learning apps for infants,Children,Learning play,Are you looking for baby apps for 1 year olds for baby early education? This baby learning app is designed for 1 years old toddlers to teach common everyday words. If your baby is 1 to 2 year olds than this baby learning game is for you. Toddlers lik...,"500,000",4.3,https://play-lh.googleusercontent.com/26nTmLppAQKqNbYQppSyIJYzSWA33XW_ZIWQQn3u0EA3Phghyr7xmn8-9sHK99flvDSy
-1.2133359,11.593611,Dino Coloring Game,Children,General play,"Free dinosaur coloring book game. This coloring page game is fun to use and offers lots of free coloring pages. Color the coloring pages of dinos and share them with family or friends.

- Fun to play
- Share your drawing
- Save and load your colo...","10,000,000",4.14,https://play-lh.googleusercontent.com/4rhBytIZ9EzpRRz5NIm_uNjXRXexhrjr3VHSZ002Oyz7WB2IZOFrHwG7lSOQ8tC7oZ0
2.8587365,9.418707,Cookie Calls,Children,General play,"This is an app full of fun phone calls from Cookie Monster, which will help teach your child about life skills and milestones.

Ring Ring, Cookie Monster here! Sesame Street's blue, cookie-loving monster wants to video chat with you! Receive video ...","1,000,000",3.97,https://play-lh.googleusercontent.com/k9vxdGIaYglzG4g2paiKJPuFKg3SUAN-5PnxNQWWStL_oEs9BW_QE_RkVVwqFI9suTU
1.0687959,10.801862,Animals & fruits -  game for toddlers from 1 year,Children,General play,"Perfect for kids and toddlers from 1 year old. Each touch or swipe will cause a cheerful reaction of the animal, fruit, vegetable, or the world around them.

Your little kid will learn the characteristic sounds of animals. Thanks to the lector, chi...","100,000",n/a,https://play-lh.googleusercontent.com/NEJiIG5v12mdVq-uHq_ihRk-JriQrl4t29oHZkQz1fcX9pYRxCFu48e-6J3qAipXag
-0.10763401,5.052768,PiyoLog: Newborn Baby Tracker,Parents,Tracking babies' rhythms,"Keep an eye on your baby development with PiyoLog, a newborn baby care tracker. Breastfeeding, diaper changing and baby sleep tracker, child development milestones and more! This is a must-have for any parent who’d like to create a nursing routine an...","500,000",4.78,https://play-lh.googleusercontent.com/nuIz-kV_tL6Y7bq12PL4mK0WC-6e9J_oxn-pFH0Xikd0tipgeYOQIRD9nrt1BZHdEQ
5.687431,8.260281,French For Kids,Children,Literacy - non-English,"- French for Kids app is a way of learning French for kids or beginners. It makes learning French efficient and fun.

- Easy to learn vocabulary through pictures.

- Topics:
ـــــــــــــــــــ
• Alphabet
• Numbers
• Colors
• Shapes
• Days ...","1,000,000",4.46,https://play-lh.googleusercontent.com/-QpvFuqBSzzpgeV7C8bNaU6HoynrxwHBmk5J8QmqMjv5MIfwxPORRRSaug3r-7iDAINZ
0.4934207,12.99096,Drawing for kids! Toddler apps,Children,Drawing and colouring,"Love for drawing and love for pets is combined in this exclusive app “Pets drawing for kids”🎨. Addictive paint game for little kids. Learn to draw and color for child easy and fun. Now every toddlers can drawing their painting pets.

Learn to draw ...","1,000,000",3.61,https://play-lh.googleusercontent.com/h118BNE83Da366WYYJOyQTz4IpiDA9-HQMbTLuVHJPMicAHbx8ERgBdUrcRpyCRXJ0Sj
1.2830161,11.682925,Alphabets game - Numbers game,Children,Learning play,"Go on an adventure and play with Aquatic, Farm, Savannah and Jungle animals. Learn numbers and letters with this unique ""Connect the Dots"" Animal Encyclopedia. Master your alphabets and practice counting skills and be rewarded with animal sounds, pic...","100,000",n/a,https://play-lh.googleusercontent.com/s50qd9G674MODQF3gNlU1kGnuliQYkmCS3MfXqgIm5Vh1aQciSG7Fjh3rHj2v7bO3v8
1.9303874,10.542836,RMB Games 1: Toddler Games,Children,Learning play,"RMB Games – Knowledge Park 1 redefines toddler games by an impressive showcase of free alphabet, numbers, color learning and shape games. These games are perfect for 1, 2, 3, 4, 5 and 6 year old kids. Preschool learning has never been so easy and fun...","100,000",3.75,https://play-lh.googleusercontent.com/Zkk7cRwqW4Karnu9g-rWCZmmh_R2R0XNPACisc_S8uXcwPYMFj6ZaSBmSTG5yKv8HQ
3.678265,10.111631,Flashcards for Kids in Russian,Children,Learning play,"Flashcards are an easy and interesting way for your child to help them recognize the world around them. Approved worldwide by child psychologists, teachers and parents themselves, it is ideal for very young children up to 7 years of age! 

The addi...","1,000,000",4.39,https://play-lh.googleusercontent.com/pVFGgBB--s2Y1TYJuQfjVVGAsi-ileBY1cIjbUxrmLJ-kMDmgyIjEY6oSAqe_7G_oyI
-0.7458134,7.148723,Soluna Time,Parents,Helping babies to sleep,"It's Moon Time!

Designed with my own child in mind Soluna Time will teach children, and adults, when it's time to wake up and when it's time to go to bed.

If the moon is up they'll know it's time to sleep ( or go back to sleep if they've just w...",1,n/a,https://play-lh.googleusercontent.com/Pda1zGQyppsDS9AxBD8tsgHftcm9zA8GDAPf6ODKzbVCL5M7WzbmB4peV-yKg6r1SWDZ
0.660751,6.2092004,Yoopies Babysitting - Childcare,Parents,Parental support,"Looking for a wonder nanny to look after your little treasures – or a brilliant babysitter, recommended by other local parents – now you can find the perfect childcare with just a few taps.

Yoopies is on a mission to create more spare time for par...","100,000",2.64,https://play-lh.googleusercontent.com/ndXiHK2VfqGTDm0Y0jhgl3kA6kvgXyOA6LSJZ0H3i8rCRf0_vV7S3IAKCsvv_K1Ml3Q
4.711401,9.243218,SmartKidApp,Children,Literacy - English / ABCs,"Best educational app for preschool children, for learning how to write and recognise new words. 12 different areas in one: numbers, letters, flags, proffesions, colors, food, days of the week, calendar, animals, etc.

All words has written and audi...","10,000",n/a,https://play-lh.googleusercontent.com/butWBH-BQpJRzx_zcJ0wuZLBLyr3hOBSKubc6hAxtWL8JeqmbDmFFrTnVGgeK3j-OQ
4.3844423,9.79587,Eggy 100,Children,Literacy - English / ABCs,"Reading Eggs Eggy Words 100 is a FREE application designed to help children recognise and learn sight words. Sight words are words that readers should know automatically “at sight”, such as he, the, was and where. This is a sample version of what is ...","100,000",3.66,https://play-lh.googleusercontent.com/wahTwAgcCMrgvFhDb-T2rBhpioNsgTCpyGXhxEq4rviJ1z-_1l48ih8diaREsgHyAaQ
4.5726757,12.59669,Hey Duggee: The Counting Badge,Children,Numeracy development,"Numbers made fun, with Hey Duggee’s first educational app: The Counting Badge. 

Safe ad-free content for your little ones. 

The Counting Badge has been designed with Early Years Foundation Stage learning outcomes at its core. Featuring a divers...","1,000",4.14,https://play-lh.googleusercontent.com/26LqmEQy07CKVRgmWk9dW_41N4IDK7Vx5uEpNd_EIMdFGY-AnT_rJjAo6BgsQcVkYg
-0.052047357,5.4386115,Parent Sense: Baby Tracker,Parents,Tracking babies' rhythms,Are you new moms and dads looking for a parenting app to track newborn milestones? Or maybe you need a pumping tracker to log feeding times? Welcome to Parent Sense – the all-in-one app for parents to track the newborn activity on their milestone dev...,"10,000",3.5,https://play-lh.googleusercontent.com/G2vFp89E_WmBoyK5owC8Ksk_16Po4B7HQ6bFFAha_JUFN9p7L5tcAsB03emitPqSiEmw
-0.34069288,9.854608,The Wheels On The Bus Musical,Children,General play,"This all-in-one, “Wheels on the Bus,” activity center is great for kids of all ages! Its filled with educational games and an activity for everyone! Wheel away as you sing through our many mini-games!

INTERACTIVE SING ALONG
Sing the classic: “Whe...","1,000,000",3.62,https://play-lh.googleusercontent.com/oGPHBrpqBPdXBuBxM_tXT_CjjA35mSRWK3Gu-haE-XTM9dwECqA4un47s3bxpSfjo0mu
2.4498608,8.171699,Bedtime Stories and Fairy Tales for Kids - HeyKids,Children,Literacy - English / Reading and Stories,"Enjoy an amazing collection of bedtimes stories for children!

Our app is designed for curious little babies, toddlers, and preschoolers! Your child will enjoy lovely 3D animated fairy tales videos that will help them unleash their imagination and ...","1,000,000",n/a,https://play-lh.googleusercontent.com/UbqJJIdj95IPch5q60yXDgI74_OCoytV1R_2dbu6yKZ4XRH3GgCukfUNJVgtuMsWfQ
1.4178542,13.176068,Coloring Games : PreSchool Coloring Book for kids,Children,Drawing and colouring,"★ Educational Coloring book for toddlers ★

Introducing creative fun Coloring Book for kids & Coloring game of Doodling, painting, & drawing app for children with free coloring pages on Android! In this kids drawing book there are 750+ coloring pag...","5,000,000",4.12,https://play-lh.googleusercontent.com/MnO3FQJz2x7VFksDC4LP8tGOlcWiTPRdmJQ9n5u3HIGymmRYMJiTOwkF-aVWEH-VNg8
0.5634382,13.553772,Baby Distractor: Finger Paint,Children,Drawing and colouring,"A paint app for the youngest!
Very easy to use, no text, no ads.
Many shapes to use with intriguing sounds and automatically shifting colors....","1,000,000",4.16,https://play-lh.googleusercontent.com/aTIKkWTcGbiq3Vp1Hg89b30dNkYiVj5qVMGywM_faldq04CD69tVs4G53nqAzRuauuWy
0.33344358,9.959737,Bus Story Adventures Fairy Tale for Kids,Children,General play,"An interactive story with educational games for 4-6 year olds. The main character of the game is a bus which people don't need any more and leave at a junkyard. But the bus wants to be useful in some other way. It tries to become a helicopter, a truc...","1,000,000",4.0,https://play-lh.googleusercontent.com/GBZcqgfSCRkdUzTv-lKyBiGc182B9_3SdcJiTLc0Ji9hW7qqZcPIU-o_h_lrqvJeNw
3.4148695,11.210271,Educational games for kids 2-4,Children,Learning play,"Every parent wonders: which educational games for kids are actually useful? The answer is simple: choose toddler learning games developed by a teacher! Our app can be used as one of the preschool games to boost early development of logic, attention, ...","50,000",n/a,https://play-lh.googleusercontent.com/abrX7C-5enA6F3rxnQncnTPx2gsygtIXtX4d6wqjwirXE0qpWvkVxam84bvBbr8bDv4
4.857332,8.007598,Lingumi - English for Kids,Children,Literacy - English / ABCs,"Playful English learning for 2-8 year old kids, with guaranteed results. Join the pre-school English learning family now! 👍

Founded by English teacher and Oxford University languages graduate Toby Mather, Lingumi is the most fun, effective, and af...","1,000,000",4.48,https://play-lh.googleusercontent.com/eEj-6jNRchA408t0yIqS1XTXltzsKBYlsWAi9RCKuoWlQ8K16Rdr0crmw1m7DvDR9Lza
-0.5731953,4.690315,Breastfeeding,Parents,Tracking babies' rhythms,"This App does one task: follow your baby's breastfeeding times.

You can share your datas with a trusted third party, by invitation with code confirmation.

Its ergonomic design makes it easy to add input quickly via application shortcuts.

Onc...","10,000",n/a,https://play-lh.googleusercontent.com/4TaRnRdfvb034jrgGdomIh8V0wq1ORNbnBU__nVEob5ybvH5AQ5r29y-qiTPXmXnfYo
2.5867367,10.132696,Baby Piano Kids Music Games,Children,General play,Enjoy Kids piano music games! Come and sing with the music toddler and  baby piano tunes in your favorite music games for kids! You can play cool new musical instruments with toddler piano learning friends in baby piano games for toddlers! These amaz...,"1,000,000",3.47,https://play-lh.googleusercontent.com/PUUXarg7SgZnoaSCKvaJcKWRuOuysGDcdM77K8wt2pY0X553nMcCqa6XqZW3JRnFLw
1.9539244,9.123324,Lickety Split -- Kids' Timer,Children,General play,"Tired of nagging your kids to get ready? Asking them 10 times to put away their toys?

The Lickety Split Musical Timer turns daily tasks into a fun, beat-the-clock game.  Accelerating classical music encourages dawdling kids to get going, while an ...","50,000",2.5,https://play-lh.googleusercontent.com/EqcfiT0ANWwtysgbDPI4wkW1U81cDYydFcvcJhiByDkMxjix6q95Tef0GUIK1UwJXwg
2.6789315,12.767247,Colors and Shapes for Toddlers,Children,Learning play,"“Colors and Shapes for Toddlers” is a set of educational and development games. Basic colors and geometric shapes.

***How to play?***
The game features 4 main learning modes:
- teach geometric shapes ( rectangle, circle, etc)
- teach the colors...","500,000",n/a,https://play-lh.googleusercontent.com/98vn3JDYkOiXXzicp6wj1-s48Ejp9sqX6xWYv7M3pRMHyw7Em-7J8hDepNU7n88SrM0
5.9984293,10.605054,ABC Kids: Phonics and Tracing,Children,Literacy - English / ABCs,"Are you looking for a great and free alphabet learning app for your kid? Welcome to the ABC Kids Games: Phonics and Tracing, a great app for kids.

ABC Kids Games - Phonics and Tracing: is a tracing and phonics app designed to support your child in...","500,000",n/a,https://play-lh.googleusercontent.com/dGxNxU5G88ddkndVKcjDL5kaltmgpkRWoDp-ET6Jmc8U9Hj_yMUcwZvYPDccdwR-Sw
5.1324334,10.414231,Sesame Street Alphabet Kitchen,Children,Literacy - English / ABCs,"This is a lite version of Sesame Street Alphabet Kitchen. To unlock all available content and features, you can download a one-time in-app purchase for $2.99 from this lite version.

This is a vocabulary-building app, which will help your child pra...","5,000,000",3.73,https://play-lh.googleusercontent.com/g57_X69yLymvUSM5woexC2MbYq6RdvnwjmmDRleSwMW0cF8O47uB6g7NBmkdjVSS5hQT
4.9172864,10.195122,ABC Learn Alphabet for Kids,Children,Literacy - English / ABCs,"The Bibi.Pet app for learning the alphabet in a simple and fun way has arrived.

The games inside the app have been designed to help your children to familiarize themselves with writing and reading.

Your child will begin to recognize and memoriz...","100,000",n/a,https://play-lh.googleusercontent.com/Ynwjjt2Juab366tJ1lslK6NFvl5qnDorKdUinteqoWGsPwBks_7mAJJmVMVlfuvUl_xf
4.017568,13.038634,Kids Kindergarten Math Lite,Children,Numeracy development,"Learning sticks when it’s fun and authentic. Kids Kindergarten Math delivers lessons that are just that!

Join Hamster and his trusty forklift as he uses numerical ordering, basic addition and subtraction and other kindergarten level math skills to...","5,000",n/a,https://play-lh.googleusercontent.com/tiI4LjeDtVlZY3_V5JWGSwJNe6brj7lfwarzQEZn54m3zy2GsngVoWsIqvX4D_ytQQ
