x,y,title,User,Category,Description,Installations,Score
3.9410365,12.549406,SplashLearn: Maths & Reading - Kids Learning Games,Children,Numeracy development,"Discover the fun and learning in equal measure with SplashLearn - an immersive Reception to Year 6 learning experience loved by over 33 million children.

Spanning Reception to Year 6, SplashLearn covers over 400 curriculum-aligned maths skills set...","100,000",3.11
5.764614,11.043036,ABC Tracing & Phonics: English,Children,Literacy - English / ABCs,"ABC Tracing - Our application will teach your child to write letters and numbers! The child moves his finger along the outline of the letter and remembers.

ABC Phonics - If you drag a letter to the correct place, you will hear its name and the nam...","50,000",n/a
5.450412,13.064204,Meet the Numberblocks,Children,Numeracy development,"From the multi-award-winning animators and producers of BAFTA nominated pre-school learning favourites Alphablocks and Numberblocks, we bring you Meet the Numberblocks.

As seen on Cbeebies.

This free introductory app introduces the child to the...","1,000,000",3.75
-0.026571542,5.3304405,BabyTime (Tracking & Analysis),Parents,Tracking babies' rhythms,"BabyTime is a baby activity tracker app to record all aspects of your baby’s care with easy-to-use, no-nonsense interface. Track and chart your baby’s developmental milestones, special moments, growth, symptoms, nursing, feedings, sleep, diaper chang...","1,000,000",4.42
3.312548,10.555666,Kiddopia,Children,Learning play,"Kiddopia is a dynamic app that runs the gamut of early education and teaches a huge variety of skills to kids of younger ages. It covers everything from Math, Language Skills, GK and Social Skills to Creativity and Self-expression, all the while enga...","1,000,000",3.6
2.7427917,9.852834,playPROMPTS,Children,Learning play,"playHOORAY! is on a mission to help parents get more kids playing and the NEW playPROMPTS app is going to make it even easier for you! Since 2014, the playHOORAY! online community has grown in popularity with tired parents looking for simple ways to ...","1,000",3.71
1.7281386,11.431887,Bebebears: Stories and Learning games for kids,Children,Literacy - English / Reading and Stories,"Be be bears: 📚 Stories and Learning games for kids are fun preschool learning games. These educational games for kids 👶 help your child learn numbers 🔢, alphabet, and develop logical thinking. Learning numbers for kids is very easy with our 🎨 colorin...","1,000,000",n/a
2.942348,11.26332,Preschool Fun Educational Games for Kids Toddlers,Children,Learning play,"“Preschool Fun Educational Games for Kids and Toddlers” is an educational game in which little kids can learn colors, animals, vehicles, occupations, food and objects with pleasure via fun animations!

This is a perfect collection of educational ga...","500,000",5.0
2.2920983,11.337075,Educational Games for toddlers from 2 to 4 years,Children,Learning play,"Harry's game is an educational game for children that will help your baby to have fun and usefully spend his time with an electronic device effectively. Cat Harry travels across 6 islands and completes educational tasks with his friends.

This appl...","100,000",n/a
5.330564,12.955705,My First Numberjacks App,Children,Numeracy development,"An app for the very youngest Numberjacks fans! If they love the Numberjacks they will love playing with this app where animated interactions make numbers come alive. 

While they're playing, children will also be getting lots of practice with their...","5,000",4.4
1.1769667,12.973365,Crayola Create & Play,Children,Drawing and colouring,"Spark creativity with Crayola Create and Play!

Crayola Create and Play is the official Crayola app for kids ages 3 to 8, designed to develop creative confidence! Enjoy frequent new activities to help your child imagine, experiment, and grow with e...","1,000,000",3.8
3.6307492,12.428065,IQsha: development for kids,Children,Learning play,"IQsha is a cheerful helper and faithful friend of parents interested in educating and developing the minds of their children. This app contains educational games for children, and engaging online tasks on logic, mathematics, the world around us, atte...","100,000",n/a
2.7641003,8.852358,Elmo Loves You,Children,Literacy - English / Reading and Stories,"This is a storybook and early-learning reading app, which will help teach your child about love and friendship as you enjoy storytime together.
 
** Winner of The Appy Awards Best Book App **
** Winner of the Children's Technology Review Editor's ...","500,000",4.6
1.9225311,0.874734,Period and Ovulation Tracker,Parents,Fertility tracking,"Period and Ovulation Tracker Lilly

Lilly is menstrual cycle tracker that helps you track your cycle and can reliably predict your upcoming menstruation, fertile days and ovulation. For a woman trying to conceive (TTC) we have ovulation calculator ...","5,000,000",4.76
3.9378822,12.056163,Kids ABC and Counting,Children,Learning play,"Complete connect the dot puzzles of cute cartoon pictures while learning the English alphabet, counting numbers and simple addition and subtraction maths from 1 to 20.

Now with bonus letter shape jigsaw puzzles, find the pairs memory training game...","1,000,000",3.81
3.8791008,10.670356,Montessori Preschool,Children,Learning play,"Looking for an app that covers phonics, numbers, colours, shapes, nursery rhymes, colouring and even coding?  
 
Designed by certified Montessori teachers with years of classroom experience, it is a fun child-centred app, perfect for children from ...","1,000,000",4.04
1.3425523,10.198896,Animal Band Nursery Rhymes,Children,General play,"Animal Band is a fun and easy music toy that encourages young children to explore music while listening to their favorite tunes. It's been a long day, and all the animals are feeling sleepy. As each lovable little character is woken up, it plays and ...","100,000",3.66
0.20586337,11.33695,Hey Duggee: The Big Badge App,Children,General play,"The very first official app for the CBeebies pre-school favourite, Hey Duggee. It’s Duggee Time!

Safe, trusted, ad-free fun for your little ones.
 
Join Duggee and the Squirrels at the Clubhouse as they work hard to earn their badges: Re-style D...","10,000",4.23
3.792943,12.015778,RMB Games 2: Games for Kids,Children,Learning play,"Educational game for preschoolers Knowledge Park 2 with more than 200 objects to learn for children from 1 year and older.

RMB Games – Knowledge Park 2 offers a range of superb games for kids with 200+ objects to learn from. These toddler games in...","100,000",3.69
0.2057504,5.068706,"Baby Tracker - Newborn Feeding, Sleep, Diaper",Parents,Tracking babies' rhythms,"""Baby Tracker - Newborn Feeding, Sleep, Diaper"" application is the most advanced, most comprehensive, useful baby care and baby tracker application on Google Play. It does NOT need an active internet connection.

This application will accompany you...","100,000",4.56
1.396889,11.304431,Wonder Woollies Play World,Children,General play,"Wonder Woollies Play World is a playful universe with a strong emphasis on pure open-ended play. It is made for curious and imaginative kids.

You can explore the world, personalize it, decide what is going to take place, design and build your own ...","1,000,000",4.07
3.0145607,11.1395645,Balloon Pop: Educational Fun,Children,Learning play,"Everyone likes popping colorful balloons! Balloon Pop is a learning game for kids from 1 to 5 years old that helps them learn ABC and words, numbers from 1 to 10, colors, and shapes.

🎈 Why you’ll love the game 🎈

• Safe game for toddlers, kinder...","10,000",n/a
1.7934453,1.3934624,Fertility & Ovulation Tracker,Parents,Fertility tracking,"Do you want to know your fertile days to increase your chances of getting pregnant?
Would you like to be notified when your expected ovulation day come?
Are you looking for an efficient ovulation calculator?
Or, maybe you just want to be ready for...","500,000",4.17
0.995325,11.749133,Animal Puzzles for Kids,Children,Simple puzzles,"""Animal Sounds"" is the jigsaw puzzle game for kids from 2 to 3 years old and for children from 4 - 5 years in English.

In this learning game, your smart kid will assemble the pictures of the various pets, domestic and wild animals of the planet fr...","1,000,000",4.09
